0.000000000000000000e+00 1.084316194608773015e-01 8.881576665441275054e-02 1.151791869609713886e-01 4.156350465896814506e-02 4.598855127465675124e-02 5.877074126051250874e-02 7.252465511441173740e-02 1.134446134187289956e-01 7.566657143633467864e-02 1.220931011115646003e-02 2.274785844878805113e-02 3.200645355136590153e-02 1.827819383052524740e-02 1.231564540794754525e-01 3.963183223898310292e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.903164292746181097e-02 7.681962626245150694e-02 1.030099108466732277e-01 7.325238166381597971e-02 6.221171903645457239e-03 1.070337053490745677e-01 1.045697226433263682e-01 3.233999643641344984e-02 8.821855389885541188e-02 2.829902703689504001e-02 9.663127133314584893e-02 1.065655178262184255e-01 7.015336536393090849e-02 6.237807332194663518e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.786966259860539752e-02 1.195184372649338994e-01 1.914454016285560556e-02 5.601464222728456260e-02 5.853162231997748044e-02 6.266088917302795047e-02 1.173518687322029352e-01 9.897884221775184177e-02 1.239374288447073896e-01 1.004903072673377917e-01 4.291693360891869757e-02 2.656289163011367124e-02 2.387509711265643070e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.037219877788754796e-02 8.933890110292977416e-02 4.851203371160831695e-02 5.334165720312158271e-02 5.992374431373771043e-02 5.866189863285950490e-02 4.596010816632502965e-02 5.036032355379011990e-03 1.234270413689500662e-01 1.090058477406487952e-02 3.679044284746347399e-02 2.322471125695111521e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.609798176963272875e-02 9.092876296065074970e-02 7.358028096123112038e-02 4.607706827855104909e-02 1.170989900524778277e-01 7.771263612207271465e-03 7.123458784868483273e-02 1.018689721600503639e-01 4.503665927107816658e-02 1.890927504958540839e-02 5.153959947238132694e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.191017202330138872e-02 3.259108634235617641e-02 1.224848807220655367e-01 1.292706171970435872e-02 3.114057327529315411e-02 4.913807593089250525e-02 1.226851035411700985e-01 7.448606191302406532e-02 1.030930896146951548e-01 1.040326515948581110e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.236283867711625156e-01 7.106996184999768429e-02 7.683724231784737346e-02 1.187649841223773761e-01 4.947636434776265385e-02 5.805824066438698000e-02 9.140615085287355501e-02 5.163486604815738928e-02 9.249467383509514529e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.794558907085946398e-02 4.178630110510971052e-02 2.517008479965680834e-02 1.047107531005006531e-01 2.187315872736851630e-02 9.622363618602879087e-02 8.861401895022841951e-03 6.602127805863511334e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.108663299174593581e-01 1.986529550820412618e-02 4.883524805177010680e-02 6.771027200175114280e-02 2.615840308859166546e-02 1.177303854057561022e-01 9.798921980149896682e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.111545102876889540e-01 2.521123054298216384e-02 7.594024558031482741e-02 6.534775079673274534e-02 2.176657276366820645e-02 5.639854588617967263e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
