0.000000000000000000e+00 3.630341967070231934e-01 2.474645537436477860e-01 1.460579512901781229e-01 8.201164789668226318e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.656176418989142141e-02 1.588106100389711228e-01 1.054148795269025524e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.098220497647258542e-02 2.343541636547663010e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.909961330868677476e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.262734936534625318e-02 1.638265373938970274e-02 1.612469044088226180e-02 4.869287048233942455e-02 7.105788569264899490e-02 9.460921398616657652e-03 4.648703821826861982e-02 2.735854534239502006e-02 5.614589727945794306e-02 7.352825289943537394e-03 4.974647968249139990e-02 3.018076342304275642e-02 3.028050352195060455e-02 2.510131350361300209e-02 6.902407619265835126e-02 1.237407572157417021e-02 3.732134922009554961e-02 5.285778217574069182e-02 2.628894329719299108e-02 6.813563010457840408e-02 1.778245774409101948e-02 2.950670179713403216e-02 7.640390463109880681e-03 5.702544572850992699e-03 3.907822018713595635e-02 5.048261249194196942e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.722797352930043324e-02 3.168274547436162464e-02 7.019161471649860116e-03 1.456045740351734341e-02 6.967557658775544449e-02 3.684484253629748129e-02 2.840726913643915399e-02 1.204871518784772846e-02 1.104837873683565778e-02 3.374148747531401094e-02 4.308673742932921796e-02 3.868204057998721190e-02 3.014449123103539463e-02 7.276413791683680743e-02 5.673884152360023775e-02 3.650711271801242164e-02 3.126402842074153809e-02 1.380563171661977617e-02 5.391473805835199362e-02 7.085033861547757050e-02 8.397518081264300494e-03 6.569779863724420355e-02 6.703933011258617070e-02 2.791831661870602596e-02 4.360698142281158735e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.697774001069760452e-02 2.079063760689900744e-02 1.328201248492090134e-02 7.294188184652238005e-02 5.366391393057625553e-02 5.020225327916762875e-02 1.921443622162849474e-02 4.432544792397012656e-02 1.151385346675318569e-02 3.764726802830611202e-02 1.071611333245696060e-02 1.631614395234560685e-02 4.574402798948624949e-02 1.071239107597873885e-02 6.029503564944493910e-02 5.183610885847232674e-02 3.960368750838942631e-02 6.124065587706460471e-03 5.597572138690098953e-02 3.441686847134947658e-02 7.040236661264381857e-03 4.614750540620293079e-02 1.957639559032766166e-02 1.943578662104262014e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.831223547565049320e-02 6.989410753742253402e-02 7.078645132579877708e-02 5.683782773314932646e-02 1.310247846951775527e-02 4.178329082611009770e-02 6.784366205396044625e-02 3.857128883293819283e-02 4.438387714483590235e-02 2.512747513569757105e-02 6.854769359243405302e-02 5.400926594357460808e-02 4.843216862099615494e-02 2.322706130645842137e-02 2.116899941703482765e-02 2.499233459073832084e-02 6.874540898937084310e-02 4.239681124046000560e-02 2.588391792029551969e-02 4.652363307850249791e-02 8.816858467104872477e-03 6.179161720510217837e-02 2.345488036578987495e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.843056127716320214e-02 4.310978923496162907e-02 6.935170477206232913e-03 3.879390699883798754e-02 5.031794333778229211e-02 4.413277107931173199e-02 1.677792679904246964e-02 2.356889915496348381e-02 3.935976817829510421e-02 1.332301596884856096e-02 7.206408640895664575e-02 5.841966801214219102e-02 5.525417233180526799e-02 1.192869906057054952e-02 7.174527831714214154e-02 4.578571564869363120e-02 4.496720532794317576e-02 6.165224728579629665e-02 2.043828029941634206e-02 3.663019648555146390e-02 2.586567895008621762e-02 4.443965836011089937e-02
