0.000000000000000000e+00 1.081232748681349304e-01 9.043043590022152578e-02 1.195001522849129111e-01 6.388058958667133802e-02 8.528358614935320492e-02 6.403074895256676002e-02 5.555158313725915703e-02 4.176039807061504572e-02 7.078768502258700468e-02 1.288831836536177486e-02 4.657241347235190759e-02 4.771613856062181108e-02 1.250306171963610491e-01 2.275875430337114674e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.075902635801152002e-02 3.638811255476024492e-02 1.130616422720121389e-01 8.174938063206342587e-02 3.373796956711969108e-02 8.185499229243375918e-02 3.120687094677846926e-02 9.814470659183723716e-03 1.083512387255226583e-01 9.134799254619797859e-02 3.392628483001482176e-02 1.302220722854454671e-01 7.291157199368640540e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.174200004828546418e-01 1.291921472447862540e-01 3.540227255755130226e-02 1.214597212194227643e-01 7.321875984015471794e-02 3.870928094289423360e-02 1.239852729271280624e-01 8.090192238164539695e-02 4.580931869257677536e-02 5.050843568148436630e-02 1.019065984258016172e-01 1.175154261495378952e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.121054400625216135e-01 1.442970517294507593e-02 3.192858267751434026e-02 1.220317479099471691e-01 9.720323368108062245e-02 1.062653540288798978e-02 6.986028256763354705e-02 1.317547838839611685e-01 0.000000000000000000e+00 1.326732303029833360e-01 7.371908312190832147e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.031293841069114842e-01 1.033047389553806428e-01 1.365251909714392670e-02 8.228613745077087427e-02 3.615892624859282090e-02 1.171624071618244667e-01 8.673537677756051889e-02 0.000000000000000000e+00 1.096502488913219109e-01 4.353038095006826758e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.859872945350732915e-02 1.263559821775331049e-01 1.113508867942180763e-01 0.000000000000000000e+00 2.296410890383429604e-02 2.468815120491662726e-02 0.000000000000000000e+00 7.042188043606219250e-02 7.828558105705940573e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.403249183576506132e-02 8.084502957699983561e-02 0.000000000000000000e+00 3.628671021071920577e-02 7.896380509582910656e-02 1.014954747758683995e-01 9.305192739903307350e-03 1.058519519761436795e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.524654091784962529e-02 1.074891934408635785e-01 1.077990999787379611e-01 1.243182274101675144e-01 0.000000000000000000e+00 1.179639658385218254e-02 8.775937924571497462e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.856660898249162889e-02 2.512042141817589364e-02 0.000000000000000000e+00 1.094835561347515390e-01 1.592862392724979717e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
